record_id,observed_date,extracted_at_utc,extracted_at_gt,department,station_id,station_name,institution,source_id,variable,value,unit,aggregation_period,data_type,quality_flag,source_url,credit
2026-05-21_pws_configuradas_vivamos_mejor_pws_complementaria_pws_panajachel_precipitation_accumulated,2026-05-21,2026-05-21T15:52:34.449136+00:00,2026-05-21T09:52:34.449136-06:00,Sololá,vivamos_mejor_pws_complementaria_pws_panajachel,PWS Panajachel,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,1.524,mm,wunderground_table:2026-05-21_to_2026-05-21,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/IPANAJ5/table/2026-05-21/2026-05-21/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-21_pws_configuradas_vivamos_mejor_pws_complementaria_vivamos_mejor_casa_santa_rita_precipitation_accumulated,2026-05-21,2026-05-21T15:52:34.449136+00:00,2026-05-21T09:52:34.449136-06:00,Sololá,vivamos_mejor_pws_complementaria_vivamos_mejor_casa_santa_rita,Vivamos Mejor / Casa Santa Rita,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,13.208,mm,wunderground_table:2026-05-21_to_2026-05-21,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/ISANTA535/table/2026-05-21/2026-05-21/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-21_pws_configuradas_vivamos_mejor_pws_complementaria_asociacion_vivamos_mejor_coatitlan_r_l_precipitation_accumulated,2026-05-21,2026-05-21T15:52:34.449136+00:00,2026-05-21T09:52:34.449136-06:00,Sololá,vivamos_mejor_pws_complementaria_asociacion_vivamos_mejor_coatitlan_r_l,Asociación Vivamos Mejor / CoAtitlán R.L.,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,0.254,mm,wunderground_table:2026-05-21_to_2026-05-21,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/ISANTI135/table/2026-05-21/2026-05-21/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-21_pws_configuradas_pws_complementaria_pws_santa_catarina_palopo_precipitation_accumulated,2026-05-21,2026-05-21T15:52:34.449136+00:00,2026-05-21T09:52:34.449136-06:00,Sololá,pws_complementaria_pws_santa_catarina_palopo,PWS Santa Catarina Palopó,PWS complementaria,pws_configuradas,precipitation_accumulated,0.0,mm,ambientweather_lastData:dailyrainin,observado_publicado,pws_complementaria_ambientweather_api,https://ambientweather.net/dashboard/4bd244f9e8c5b0cb889ba4cbb1a463c3/graphs,Datos: Ambient Weather / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_precipitation_accumulated,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,precipitation_accumulated,45.7,mm,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_rain_days,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,rain_days,9,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_dry_days,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,dry_days,22,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_insivumeh_precipitaciones_departamentos_insivumeh_el_tablon_precipitation_accumulated,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,insivumeh_el_tablon,El Tablón,INSIVUMEH,insivumeh_precipitaciones_departamentos,precipitation_accumulated,62.0,mm,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_insivumeh_precipitaciones_departamentos_insivumeh_el_tablon_rain_days,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,insivumeh_el_tablon,El Tablón,INSIVUMEH,insivumeh_precipitaciones_departamentos,rain_days,7,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_insivumeh_precipitaciones_departamentos_insivumeh_el_tablon_dry_days,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,insivumeh_el_tablon,El Tablón,INSIVUMEH,insivumeh_precipitaciones_departamentos,dry_days,24,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_insivumeh_precipitaciones_departamentos_insivumeh_santiago_atitlan_precipitation_accumulated,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,insivumeh_santiago_atitlan,Santiago Atitlán,INSIVUMEH,insivumeh_precipitaciones_departamentos,precipitation_accumulated,47.3,mm,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_insivumeh_precipitaciones_departamentos_insivumeh_santiago_atitlan_rain_days,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,insivumeh_santiago_atitlan,Santiago Atitlán,INSIVUMEH,insivumeh_precipitaciones_departamentos,rain_days,9,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_insivumeh_precipitaciones_departamentos_insivumeh_santiago_atitlan_dry_days,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,insivumeh_santiago_atitlan,Santiago Atitlán,INSIVUMEH,insivumeh_precipitaciones_departamentos,dry_days,22,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_pws_configuradas_vivamos_mejor_pws_complementaria_pws_panajachel_precipitation_accumulated,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,vivamos_mejor_pws_complementaria_pws_panajachel,PWS Panajachel,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,3.048,mm,wunderground_table:2026-05-22_to_2026-05-22,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/IPANAJ5/table/2026-05-22/2026-05-22/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_pws_configuradas_vivamos_mejor_pws_complementaria_vivamos_mejor_casa_santa_rita_precipitation_accumulated,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,vivamos_mejor_pws_complementaria_vivamos_mejor_casa_santa_rita,Vivamos Mejor / Casa Santa Rita,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,15.748,mm,wunderground_table:2026-05-22_to_2026-05-22,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/ISANTA535/table/2026-05-22/2026-05-22/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_pws_configuradas_vivamos_mejor_pws_complementaria_asociacion_vivamos_mejor_coatitlan_r_l_precipitation_accumulated,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,vivamos_mejor_pws_complementaria_asociacion_vivamos_mejor_coatitlan_r_l,Asociación Vivamos Mejor / CoAtitlán R.L.,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,0.254,mm,wunderground_table:2026-05-22_to_2026-05-22,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/ISANTI135/table/2026-05-22/2026-05-22/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-22_pws_configuradas_pws_complementaria_pws_santa_catarina_palopo_precipitation_accumulated,2026-05-22,2026-05-22T15:24:42.102301+00:00,2026-05-22T09:24:42.102301-06:00,Sololá,pws_complementaria_pws_santa_catarina_palopo,PWS Santa Catarina Palopó,PWS complementaria,pws_configuradas,precipitation_accumulated,0.0,mm,ambientweather_lastData:dailyrainin,observado_publicado,pws_complementaria_ambientweather_api,https://ambientweather.net/dashboard/4bd244f9e8c5b0cb889ba4cbb1a463c3/graphs,Datos: Ambient Weather / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_precipitation_accumulated,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,precipitation_accumulated,45.7,mm,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_rain_days,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,rain_days,9,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_dry_days,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,dry_days,22,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_insivumeh_precipitaciones_departamentos_insivumeh_el_tablon_precipitation_accumulated,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,insivumeh_el_tablon,El Tablón,INSIVUMEH,insivumeh_precipitaciones_departamentos,precipitation_accumulated,62.0,mm,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_insivumeh_precipitaciones_departamentos_insivumeh_el_tablon_rain_days,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,insivumeh_el_tablon,El Tablón,INSIVUMEH,insivumeh_precipitaciones_departamentos,rain_days,7,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_insivumeh_precipitaciones_departamentos_insivumeh_el_tablon_dry_days,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,insivumeh_el_tablon,El Tablón,INSIVUMEH,insivumeh_precipitaciones_departamentos,dry_days,24,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_insivumeh_precipitaciones_departamentos_insivumeh_santiago_atitlan_precipitation_accumulated,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,insivumeh_santiago_atitlan,Santiago Atitlán,INSIVUMEH,insivumeh_precipitaciones_departamentos,precipitation_accumulated,47.3,mm,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_insivumeh_precipitaciones_departamentos_insivumeh_santiago_atitlan_rain_days,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,insivumeh_santiago_atitlan,Santiago Atitlán,INSIVUMEH,insivumeh_precipitaciones_departamentos,rain_days,9,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_insivumeh_precipitaciones_departamentos_insivumeh_santiago_atitlan_dry_days,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,insivumeh_santiago_atitlan,Santiago Atitlán,INSIVUMEH,insivumeh_precipitaciones_departamentos,dry_days,22,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_pws_configuradas_vivamos_mejor_pws_complementaria_pws_panajachel_precipitation_accumulated,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,vivamos_mejor_pws_complementaria_pws_panajachel,PWS Panajachel,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,3.302,mm,wunderground_table:2026-05-23_to_2026-05-23,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/IPANAJ5/table/2026-05-23/2026-05-23/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_pws_configuradas_vivamos_mejor_pws_complementaria_vivamos_mejor_casa_santa_rita_precipitation_accumulated,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,vivamos_mejor_pws_complementaria_vivamos_mejor_casa_santa_rita,Vivamos Mejor / Casa Santa Rita,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,15.748,mm,wunderground_table:2026-05-23_to_2026-05-23,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/ISANTA535/table/2026-05-23/2026-05-23/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_pws_configuradas_vivamos_mejor_pws_complementaria_asociacion_vivamos_mejor_coatitlan_r_l_precipitation_accumulated,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,vivamos_mejor_pws_complementaria_asociacion_vivamos_mejor_coatitlan_r_l,Asociación Vivamos Mejor / CoAtitlán R.L.,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,0.254,mm,wunderground_table:2026-05-23_to_2026-05-23,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/ISANTI135/table/2026-05-23/2026-05-23/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-23_pws_configuradas_pws_complementaria_pws_santa_catarina_palopo_precipitation_accumulated,2026-05-23,2026-05-23T14:03:40.177805+00:00,2026-05-23T08:03:40.177805-06:00,Sololá,pws_complementaria_pws_santa_catarina_palopo,PWS Santa Catarina Palopó,PWS complementaria,pws_configuradas,precipitation_accumulated,0.0,mm,ambientweather_lastData:dailyrainin,observado_publicado,pws_complementaria_ambientweather_api,https://ambientweather.net/dashboard/4bd244f9e8c5b0cb889ba4cbb1a463c3/graphs,Datos: Ambient Weather / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_precipitation_accumulated,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,precipitation_accumulated,45.7,mm,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_rain_days,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,rain_days,9,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_dry_days,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,dry_days,22,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_insivumeh_precipitaciones_departamentos_insivumeh_el_tablon_precipitation_accumulated,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,insivumeh_el_tablon,El Tablón,INSIVUMEH,insivumeh_precipitaciones_departamentos,precipitation_accumulated,62.0,mm,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_insivumeh_precipitaciones_departamentos_insivumeh_el_tablon_rain_days,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,insivumeh_el_tablon,El Tablón,INSIVUMEH,insivumeh_precipitaciones_departamentos,rain_days,7,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_insivumeh_precipitaciones_departamentos_insivumeh_el_tablon_dry_days,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,insivumeh_el_tablon,El Tablón,INSIVUMEH,insivumeh_precipitaciones_departamentos,dry_days,24,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_insivumeh_precipitaciones_departamentos_insivumeh_santiago_atitlan_precipitation_accumulated,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,insivumeh_santiago_atitlan,Santiago Atitlán,INSIVUMEH,insivumeh_precipitaciones_departamentos,precipitation_accumulated,47.3,mm,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_insivumeh_precipitaciones_departamentos_insivumeh_santiago_atitlan_rain_days,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,insivumeh_santiago_atitlan,Santiago Atitlán,INSIVUMEH,insivumeh_precipitaciones_departamentos,rain_days,9,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_insivumeh_precipitaciones_departamentos_insivumeh_santiago_atitlan_dry_days,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,insivumeh_santiago_atitlan,Santiago Atitlán,INSIVUMEH,insivumeh_precipitaciones_departamentos,dry_days,22,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_pws_configuradas_vivamos_mejor_pws_complementaria_pws_panajachel_precipitation_accumulated,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,vivamos_mejor_pws_complementaria_pws_panajachel,PWS Panajachel,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,4.064,mm,wunderground_table:2026-05-24_to_2026-05-24,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/IPANAJ5/table/2026-05-24/2026-05-24/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_pws_configuradas_vivamos_mejor_pws_complementaria_vivamos_mejor_casa_santa_rita_precipitation_accumulated,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,vivamos_mejor_pws_complementaria_vivamos_mejor_casa_santa_rita,Vivamos Mejor / Casa Santa Rita,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,21.082,mm,wunderground_table:2026-05-24_to_2026-05-24,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/ISANTA535/table/2026-05-24/2026-05-24/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_pws_configuradas_vivamos_mejor_pws_complementaria_asociacion_vivamos_mejor_coatitlan_r_l_precipitation_accumulated,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,vivamos_mejor_pws_complementaria_asociacion_vivamos_mejor_coatitlan_r_l,Asociación Vivamos Mejor / CoAtitlán R.L.,Vivamos Mejor / PWS complementaria,pws_configuradas,precipitation_accumulated,0.254,mm,wunderground_table:2026-05-24_to_2026-05-24,observado_publicado,pws_complementaria_rendered_table,https://www.wunderground.com/dashboard/pws/ISANTI135/table/2026-05-24/2026-05-24/monthly,Datos: Weather Underground / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-24_pws_configuradas_pws_complementaria_pws_santa_catarina_palopo_precipitation_accumulated,2026-05-24,2026-05-24T14:01:51.229442+00:00,2026-05-24T08:01:51.229442-06:00,Sololá,pws_complementaria_pws_santa_catarina_palopo,PWS Santa Catarina Palopó,PWS complementaria,pws_configuradas,precipitation_accumulated,0.0,mm,ambientweather_lastData:dailyrainin,observado_publicado,pws_complementaria_ambientweather_api,https://ambientweather.net/dashboard/4bd244f9e8c5b0cb889ba4cbb1a463c3/graphs,Datos: Ambient Weather / estación PWS pública. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-25_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_precipitation_accumulated,2026-05-25,2026-05-25T15:29:25.476104+00:00,2026-05-25T09:29:25.476104-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,precipitation_accumulated,45.7,mm,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-25_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_rain_days,2026-05-25,2026-05-25T15:29:25.476104+00:00,2026-05-25T09:29:25.476104-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,rain_days,9,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-25_insivumeh_precipitaciones_departamentos_insivumeh_el_capitan_dry_days,2026-05-25,2026-05-25T15:29:25.476104+00:00,2026-05-25T09:29:25.476104-06:00,Sololá,insivumeh_el_capitan,El Capitán,INSIVUMEH,insivumeh_precipitaciones_departamentos,dry_days,22,days,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
2026-05-25_insivumeh_precipitaciones_departamentos_insivumeh_el_tablon_precipitation_accumulated,2026-05-25,2026-05-25T15:29:25.476104+00:00,2026-05-25T09:29:25.476104-06:00,Sololá,insivumeh_el_tablon,El Tablón,INSIVUMEH,insivumeh_precipitaciones_departamentos,precipitation_accumulated,62.0,mm,periodo_publicado_por_fuente,observado_publicado,raw_published,https://insivumeh.gob.gt/img/MAPAS_24H/Sin_Lluvia/Resumen_Departamentos.html,Datos: INSIVUMEH. Visualización y procesamiento: Mesa Técnica Agroclimática de Sololá.
